余順豐花生觀光工廠,120.2226,23.466123,13565
象鼻木,120.8021,23.5089,N/A
牛埔仔草原,120.59095,23.44365,35708
溪口鄉文化生活館,120.39324,23.60312,35157
曾文水庫,120.53634,23.2481,132788
梅問屋梅子元氣館,120.55086,23.586759,42944
七步迴音谷,120.684,23.54475,90463
新塭滯洪池,120.16957,23.319332,38045
樂野,120.70197,23.46853,56903
配天宮,120.2453,23.46776,10242
隙頂休閒步道區,120.5969,23.46333,38455
來吉山豬石雕,120.74008,23.52719,N/A
石夢谷,120.74604,23.57661,N/A
五穀王廟,120.4504,23.56198,28806
鹿草西瓜產銷班,120.30798,23.41042,16036
古笨港縣丞署,120.3465,23.55739,21903
王得祿將軍墓,120.30752,23.52183,N/A
民雄金桔觀光工廠,120.4767,23.55817,35703
半天岩,120.59315,23.46225,38323
塘湖登山步道,120.6802,23.48573,N/A
中央廣播電台民雄分台日式招待所,120.42974,23.56031,25883
修緣禪寺,120.24444,23.33433,28872
縣定古蹟奮起湖車庫,120.6945,23.5048,72313
朴子溪河口濕地,120.1757,23.45913,18493
梅山公園,120.5571,23.57945,41639
梅園,120.8021,23.5089,N/A
阿里山神木,120.8069,23.51911,N/A
仁義潭水庫,120.5121,23.46068,29426
保鹿自行車道,120.37604,23.409914,13321
嘉義酒類文物館,120.4461,23.52071,23074
碧湖山觀光茶園,120.62196,23.56977,64028
潭墘社區,120.27909,23.50612,N/A
瑞峰龍宮瀑布,120.65728,23.55354,95223
大坑凌雲岩登山步道,120.5874,23.56038,55754
蒜頭社區,120.29209,23.49325,6461
新美,120.7136,23.34693,N/A
朴子藝術公園,120.25365,23.46666,9171
南華大學,120.4943,23.56931,35933
四腳獸,120.29425,23.46835,4558
風吹嶺,120.53809,23.22897,138171
新港鐵路公園,120.3459,23.55299,22459
嘉義縣表演藝術中心,120.4318,23.54362,25451
霧茶雲霞櫻步道,120.70274,23.47409,57019
蛟龍大瀑布,120.76781,23.54398,N/A
瑞太古道,120.693,23.53975,91847
縣定古蹟奉天宮,120.3479,23.55652,21957
奮起湖風景區,120.6945,23.50462,72296
日常,120.29324,23.46334,4883
樹木銀行,120.559,23.45321,32699
竹崎車站,120.5535,23.52626,34370
楓林峽,120.6854,23.50584,72891
坪林風景區,120.6179,23.25025,N/A
新港文教基金會閱讀館,120.34351,23.55973,21490
高山博物館,120.8021,23.5089,N/A
奮瑞古道,120.6937,23.50572,72489
圓潭自然生態園區,120.6596,23.52882,81726
魚寮遺址,120.35214,23.48235,4416
民雄鵝肉街,120.43165,23.55503,25188
東洋棕梠湖高爾夫球場,120.53616,23.46413,N/A
奮起湖神社遺址,120.4544,22.46702,138204
鹿仔草民俗文化學堂,120.30828,23.41135,16149
大窯觀日台,120.67921,23.55953,94820
梅山公園-天空廊道,120.55831,23.578415,41478
石盤谷步道,120.74596,23.59844,N/A
天木,120.32261,23.45728,335
巨木群棧道,120.8614,23.45003,N/A
蒜頭糖廠工廠村,120.29898,23.47875,5998
阿里山森林遊樂區,120.80217,23.508858,N/A
湖濱公園,120.58428,23.299,154571
奮起湖老街,120.6949,23.50506,72282
優遊吧斯鄒族文化部落,120.69882,23.46242,57908
頂菜園鄉土館,120.3238,23.56296,20247
太聖宮,120.13793,23.33836,51598
溪口老街,120.39804,23.60453,34536
鹿麻產車站,120.53137,23.504175,31520
牛挑灣埤生態公園,120.25567,23.40879,18193
生命之舞,120.28316,23.46626,6078
姊妹潭,120.8021,23.5089,N/A
松竹社區,120.28863,23.39329,19374
刺繡文化館,120.24835,23.46832,9823
蘭后山莊鄒族文物館,120.7453,23.51911,N/A
王氏家廟,120.3328,23.46271,1358
水社寮生態區,120.6553,23.5051,N/A
國立故宮博物院南部院區,120.2946,23.46868,4519
頂塗溝蝴蝶村,120.3704,23.45868,6781
山靈,120.29301,23.4646,4991
蔗埕文化園區(蒜頭糖廠),120.29892,23.47858,4216
開元殿,120.3747,23.60362,29875
北極殿,120.5942,23.2991,154027
特富野古道,120.7593,23.46378,66606
野薑花溪步道,120.6718,23.53942,89125
福山古道,120.72338,23.45844,72948
昭慶禪寺,120.4462,23.59698,32237
沼平公園,120.8614,23.45003,N/A
南崙彩繪村,120.35425,23.59078,26115
石硦林場,120.57072,23.4071,N/A
虎頭崁碑,120.4932,23.53443,35089
新港三朵花的動人故事,120.31332,23.57024,21994
青年嶺,120.6642,23.53824,88739
菁埔彩繪村,120.39868,23.556584,26716
縣定古蹟樹靈塔,120.8039,23.51025,N/A
蕭武龍交趾陶,120.42,23.54,26292
巨榕古廟步道,120.742,23.59972,N/A
相逢瀑布,120.62156,23.55515,69623
靈嚴寺,120.603,23.47467,39640
三疊溪天臺殿,120.43845,23.58751,31673
布袋鹽場,120.1694,23.38111,28318
紫雲社區童玩館,120.55147,23.48184,33045
縣定古蹟大興宮,120.34666,23.55759,21917
文化磁場中的位子,120.29412,23.46765,4637
優格哇獅市集(逐鹿社區),120.5834,23.44641,35025
千年蝙蝠洞,120.6637,23.5359,89005
大崙社區,120.3608,23.44572,5000
板頭社區,120.3191,23.56864,22037
燕子崖,120.6653,23.5357,89140
祝山觀日平台,120.7982,23.55467,N/A
福靈宮鐵嘴將軍,120.17226,23.47098,19038
縣定古蹟紫雲寺,120.59534,23.46231,38112
旺萊山觀光工廠,120.48003,23.55318,36463
新厝仔社區,120.17035,23.38682,24432
歷史建築新港台糖復興鐵橋,120.3474,23.55185,22218
三十六彎,120.5963,23.56253,60083
縣定古蹟六興宮,120.3346,23.51374,14882
光華社區(頂笨仔)五星三古,120.67469,23.478023,N/A
鐵支路公園,120.24124,23.46331,10700
縣定古蹟吳鳳廟,120.54125,23.44604,30526
雲潭瀑布,120.6558,23.53417,81820
二延平山,120.65193,23.41875,48055
葫蘆莊教育農園,120.5024,23.5532,38594
聖恩宮,120.3867,23.48778,10661
茶山部落,120.6646,23.29898,N/A
